Merilno mesto,GSRN MM,Časovna značka,Leto,Mesec,Energija A+,Energija A-,Energija R+,Energija R-,P+ Prejeta delovna moč,P- Oddana delovna moč,Q+ Prejeta jalova moč,Q- Oddana jalova moč,Blok,Dogovorjena moč,Status odčitka A+,Status odčitka A-,Status odčitka R+,Status odčitka R-,Obračunski podatek
6-80061,383111580026338459,2023-03-02T22:00,2023,3,0.5300,0.0000,,,2.1200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-02T22:15,2023,3,0.4120,0.0000,,,1.6480,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-02T22:30,2023,3,0.4200,0.0000,,,1.6800,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-02T22:45,2023,3,0.4540,0.0000,,,1.8160,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-02T23:00,2023,3,0.4530,0.0000,,,1.8120,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-02T23:15,2023,3,0.3910,0.0000,,,1.5640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-02T23:30,2023,3,0.3940,0.0000,,,1.5760,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-02T23:45,2023,3,0.3900,0.0000,,,1.5600,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T00:00,2023,3,0.3930,0.0000,,,1.5720,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T00:15,2023,3,0.4050,0.0000,,,1.6200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T00:30,2023,3,0.4300,0.0000,,,1.7200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T00:45,2023,3,0.5400,0.0000,,,2.1600,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T01:00,2023,3,0.4950,0.0000,,,1.9800,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T01:15,2023,3,0.3440,0.0000,,,1.3760,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T01:30,2023,3,1.3660,0.0000,,,5.4640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T01:45,2023,3,1.1620,0.0000,,,4.6480,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T02:00,2023,3,0.7980,0.0000,,,3.1920,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T02:15,2023,3,0.6380,0.0000,,,2.5520,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T02:30,2023,3,0.4630,0.0000,,,1.8520,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T02:45,2023,3,0.3810,0.0000,,,1.5240,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T03:00,2023,3,0.4080,0.0000,,,1.6320,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T03:15,2023,3,0.3980,0.0000,,,1.5920,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T03:30,2023,3,0.4250,0.0000,,,1.7000,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T03:45,2023,3,0.3950,0.0000,,,1.5800,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T04:00,2023,3,0.3770,0.0000,,,1.5080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T04:15,2023,3,0.3540,0.0000,,,1.4160,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T04:30,2023,3,0.3810,0.0000,,,1.5240,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T04:45,2023,3,0.3640,0.0000,,,1.4560,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T05:00,2023,3,0.4550,0.0000,,,1.8200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T05:15,2023,3,0.7020,0.0000,,,2.8080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T05:30,2023,3,0.7470,0.0000,,,2.9880,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T05:45,2023,3,0.7990,0.0000,,,3.1960,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T06:00,2023,3,0.4000,0.0000,,,1.6000,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T06:15,2023,3,0.7850,0.0000,,,3.1400,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T06:30,2023,3,0.8120,0.0000,,,3.2480,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T06:45,2023,3,0.6260,0.0000,,,2.5040,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T07:00,2023,3,0.6450,0.0000,,,2.5800,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T07:15,2023,3,0.3720,0.0000,,,1.4880,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T07:30,2023,3,0.5860,0.0000,,,2.3440,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T07:45,2023,3,0.5930,0.0000,,,2.3720,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T08:00,2023,3,0.7200,0.0000,,,2.8800,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T08:15,2023,3,0.6760,0.0000,,,2.7040,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T08:30,2023,3,0.4890,0.0000,,,1.9560,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T08:45,2023,3,1.3070,0.0000,,,5.2280,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T09:00,2023,3,1.1580,0.0000,,,4.6320,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T09:15,2023,3,0.4110,0.0000,,,1.6440,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T09:30,2023,3,0.4010,0.0000,,,1.6040,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T09:45,2023,3,0.5410,0.0000,,,2.1640,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T10:00,2023,3,0.2520,0.0000,,,1.0080,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T10:15,2023,3,0.0750,0.0000,,,0.3000,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T10:30,2023,3,0.0020,0.1060,,,0.0080,0.4240,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T10:45,2023,3,0.0020,0.0620,,,0.0080,0.2480,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T11:00,2023,3,0.0000,0.2340,,,0.0000,0.9360,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T11:15,2023,3,0.0000,0.1490,,,0.0000,0.5960,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T11:30,2023,3,0.0000,0.3290,,,0.0000,1.3160,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T11:45,2023,3,0.0000,0.4660,,,0.0000,1.8640,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T12:00,2023,3,0.0000,0.5820,,,0.0000,2.3280,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T12:15,2023,3,0.0000,0.6880,,,0.0000,2.7520,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T12:30,2023,3,0.0030,1.1210,,,0.0120,4.4840,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T12:45,2023,3,0.0120,1.0300,,,0.0480,4.1200,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T13:00,2023,3,0.0000,1.6090,,,0.0000,6.4360,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T13:15,2023,3,0.0000,1.2990,,,0.0000,5.1960,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T13:30,2023,3,0.0000,1.4850,,,0.0000,5.9400,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T13:45,2023,3,0.0000,1.2870,,,0.0000,5.1480,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T14:00,2023,3,0.0000,1.2010,,,0.0000,4.8040,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T14:15,2023,3,0.0000,0.8800,,,0.0000,3.5200,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T14:30,2023,3,0.0000,1.0620,,,0.0000,4.2480,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T14:45,2023,3,0.0000,1.1030,,,0.0000,4.4120,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T15:00,2023,3,0.0000,0.6160,,,0.0000,2.4640,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T15:15,2023,3,0.0000,0.5610,,,0.0000,2.2440,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T15:30,2023,3,0.0180,0.7110,,,0.0720,2.8440,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T15:45,2023,3,0.0090,0.8410,,,0.0360,3.3640,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T16:00,2023,3,0.0330,0.4890,,,0.1320,1.9560,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T16:15,2023,3,0.0000,0.5410,,,0.0000,2.1640,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T16:30,2023,3,0.0170,0.2300,,,0.0680,0.9200,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T16:45,2023,3,0.0660,0.0000,,,0.2640,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T17:00,2023,3,0.1010,0.0000,,,0.4040,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T17:15,2023,3,0.1660,0.0000,,,0.6640,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T17:30,2023,3,0.4290,0.0000,,,1.7160,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T17:45,2023,3,0.4830,0.0000,,,1.9320,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T18:00,2023,3,0.5160,0.0000,,,2.0640,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T18:15,2023,3,0.3450,0.0000,,,1.3800,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T18:30,2023,3,0.3110,0.0000,,,1.2440,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T18:45,2023,3,0.3290,0.0000,,,1.3160,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T19:00,2023,3,0.3150,0.0000,,,1.2600,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T19:15,2023,3,0.3080,0.0000,,,1.2320,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T19:30,2023,3,0.3140,0.0000,,,1.2560,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T19:45,2023,3,0.3110,0.0000,,,1.2440,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T20:00,2023,3,0.3790,0.0000,,,1.5160,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-03-03T20:15,2023,3,0.5090,0.0000,,,2.0360,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T20:30,2023,3,0.5300,0.0000,,,2.1200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T20:45,2023,3,0.4210,0.0000,,,1.6840,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T21:00,2023,3,0.5020,0.0000,,,2.0080,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T21:15,2023,3,0.5880,0.0000,,,2.3520,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T21:30,2023,3,0.8640,0.0000,,,3.4560,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T21:45,2023,3,0.5340,0.0000,,,2.1360,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T22:00,2023,3,0.5730,0.0000,,,2.2920,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-03T22:15,2023,3,1.0940,0.0000,,,4.3760,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T22:30,2023,3,0.6860,0.0000,,,2.7440,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T22:45,2023,3,0.5610,0.0000,,,2.2440,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T23:00,2023,3,0.5320,0.0000,,,2.1280,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T23:15,2023,3,0.5930,0.0000,,,2.3720,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T23:30,2023,3,0.5010,0.0000,,,2.0040,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-03T23:45,2023,3,0.4860,0.0000,,,1.9440,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T00:00,2023,3,0.7440,0.0000,,,2.9760,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T00:15,2023,3,0.7950,0.0000,,,3.1800,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T00:30,2023,3,0.8040,0.0000,,,3.2160,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T00:45,2023,3,0.6560,0.0000,,,2.6240,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T01:00,2023,3,0.4060,0.0000,,,1.6240,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T01:15,2023,3,0.5570,0.0000,,,2.2280,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T01:30,2023,3,0.6120,0.0000,,,2.4480,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T01:45,2023,3,0.5510,0.0000,,,2.2040,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T02:00,2023,3,0.4080,0.0000,,,1.6320,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T02:15,2023,3,0.3840,0.0000,,,1.5360,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T02:30,2023,3,0.3960,0.0000,,,1.5840,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T02:45,2023,3,0.3840,0.0000,,,1.5360,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T03:00,2023,3,0.3910,0.0000,,,1.5640,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T03:15,2023,3,0.4300,0.0000,,,1.7200,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T03:30,2023,3,0.4150,0.0000,,,1.6600,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T03:45,2023,3,0.4490,0.0000,,,1.7960,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T04:00,2023,3,0.4530,0.0000,,,1.8120,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T04:15,2023,3,0.3720,0.0000,,,1.4880,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T04:30,2023,3,0.4870,0.0000,,,1.9480,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T04:45,2023,3,0.4990,0.0000,,,1.9960,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T05:00,2023,3,0.5970,0.0000,,,2.3880,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T05:15,2023,3,0.7120,0.0000,,,2.8480,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T05:30,2023,3,0.7710,0.0000,,,3.0840,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T05:45,2023,3,0.3680,0.0000,,,1.4720,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T06:00,2023,3,0.5880,0.0000,,,2.3520,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T06:15,2023,3,0.6630,0.0000,,,2.6520,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T06:30,2023,3,0.7610,0.0000,,,3.0440,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T06:45,2023,3,0.7670,0.0000,,,3.0680,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T07:00,2023,3,0.5300,0.0000,,,2.1200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T07:15,2023,3,0.2710,0.0000,,,1.0840,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T07:30,2023,3,0.2680,0.0000,,,1.0720,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T07:45,2023,3,0.1230,0.0000,,,0.4920,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T08:00,2023,3,0.0110,0.0670,,,0.0440,0.2680,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T08:15,2023,3,0.0000,0.3170,,,0.0000,1.2680,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T08:30,2023,3,0.0380,0.7930,,,0.1520,3.1720,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T08:45,2023,3,0.0000,0.7100,,,0.0000,2.8400,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T09:00,2023,3,0.0000,0.8560,,,0.0000,3.4240,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T09:15,2023,3,0.0000,1.0420,,,0.0000,4.1680,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T09:30,2023,3,0.0000,1.4390,,,0.0000,5.7560,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T09:45,2023,3,0.0000,1.6090,,,0.0000,6.4360,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T10:00,2023,3,0.0000,1.4620,,,0.0000,5.8480,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T10:15,2023,3,0.0000,2.0040,,,0.0000,8.0160,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T10:30,2023,3,0.0000,1.4260,,,0.0000,5.7040,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T10:45,2023,3,0.0000,1.8710,,,0.0000,7.4840,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T11:00,2023,3,0.0000,1.7490,,,0.0000,6.9960,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T11:15,2023,3,0.0000,1.9050,,,0.0000,7.6200,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T11:30,2023,3,0.0000,2.2610,,,0.0000,9.0440,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T11:45,2023,3,0.0000,2.3150,,,0.0000,9.2600,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T12:00,2023,3,0.0000,2.0440,,,0.0000,8.1760,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T12:15,2023,3,0.0000,2.0330,,,0.0000,8.1320,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T12:30,2023,3,0.0010,1.7300,,,0.0040,6.9200,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T12:45,2023,3,0.0000,1.8280,,,0.0000,7.3120,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T13:00,2023,3,0.0000,1.8880,,,0.0000,7.5520,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T13:15,2023,3,0.0000,1.9040,,,0.0000,7.6160,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T13:30,2023,3,0.0000,1.8250,,,0.0000,7.3000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T13:45,2023,3,0.0000,1.7740,,,0.0000,7.0960,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T14:00,2023,3,0.0000,1.6950,,,0.0000,6.7800,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T14:15,2023,3,0.0000,1.5750,,,0.0000,6.3000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T14:30,2023,3,0.0000,1.3960,,,0.0000,5.5840,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T14:45,2023,3,0.0000,1.2960,,,0.0000,5.1840,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T15:00,2023,3,0.0000,1.2170,,,0.0000,4.8680,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T15:15,2023,3,0.0000,1.1140,,,0.0000,4.4560,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T15:30,2023,3,0.0000,1.0070,,,0.0000,4.0280,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T15:45,2023,3,0.0000,0.8080,,,0.0000,3.2320,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T16:00,2023,3,0.0000,0.5600,,,0.0000,2.2400,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T16:15,2023,3,0.0000,0.4160,,,0.0000,1.6640,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T16:30,2023,3,0.0000,0.3710,,,0.0000,1.4840,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T16:45,2023,3,0.0000,0.1610,,,0.0000,0.6440,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T17:00,2023,3,0.0370,0.0160,,,0.1480,0.0640,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T17:15,2023,3,0.2250,0.0000,,,0.9000,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T17:30,2023,3,0.4300,0.0000,,,1.7200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T17:45,2023,3,0.4340,0.0000,,,1.7360,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T18:00,2023,3,0.2470,0.0000,,,0.9880,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T18:15,2023,3,0.2930,0.0000,,,1.1720,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T18:30,2023,3,0.3150,0.0000,,,1.2600,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T18:45,2023,3,0.3200,0.0000,,,1.2800,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T19:00,2023,3,0.4860,0.0000,,,1.9440,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T19:15,2023,3,0.5420,0.0000,,,2.1680,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T19:30,2023,3,0.5700,0.0000,,,2.2800,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T19:45,2023,3,0.5550,0.0000,,,2.2200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T20:00,2023,3,0.4170,0.0000,,,1.6680,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-03-04T20:15,2023,3,0.3910,0.0000,,,1.5640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T20:30,2023,3,0.3970,0.0000,,,1.5880,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T20:45,2023,3,0.3950,0.0000,,,1.5800,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T21:00,2023,3,0.4310,0.0000,,,1.7240,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T21:15,2023,3,0.4370,0.0000,,,1.7480,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T21:30,2023,3,0.4050,0.0000,,,1.6200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T21:45,2023,3,0.4010,0.0000,,,1.6040,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T22:00,2023,3,0.4270,0.0000,,,1.7080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-03-04T22:15,2023,3,0.5190,0.0000,,,2.0760,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T22:30,2023,3,0.6070,0.0000,,,2.4280,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T22:45,2023,3,0.6190,0.0000,,,2.4760,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T23:00,2023,3,0.6030,0.0000,,,2.4120,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T23:15,2023,3,0.4300,0.0000,,,1.7200,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T23:30,2023,3,0.5470,0.0000,,,2.1880,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-04T23:45,2023,3,0.6110,0.0000,,,2.4440,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T00:00,2023,3,0.6240,0.0000,,,2.4960,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T00:15,2023,3,0.6510,0.0000,,,2.6040,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T00:30,2023,3,0.5560,0.0000,,,2.2240,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T00:45,2023,3,0.4970,0.0000,,,1.9880,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T01:00,2023,3,0.6280,0.0000,,,2.5120,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T01:15,2023,3,0.6310,0.0000,,,2.5240,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T01:30,2023,3,0.6380,0.0000,,,2.5520,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T01:45,2023,3,0.6700,0.0000,,,2.6800,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T02:00,2023,3,0.4150,0.0000,,,1.6600,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T02:15,2023,3,0.6050,0.0000,,,2.4200,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T02:30,2023,3,0.6690,0.0000,,,2.6760,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T02:45,2023,3,0.6390,0.0000,,,2.5560,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T03:00,2023,3,0.6410,0.0000,,,2.5640,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T03:15,2023,3,0.5640,0.0000,,,2.2560,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T03:30,2023,3,0.5230,0.0000,,,2.0920,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T03:45,2023,3,0.8060,0.0000,,,3.2240,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T04:00,2023,3,0.8320,0.0000,,,3.3280,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T04:15,2023,3,0.8340,0.0000,,,3.3360,0.0000,,,5,,,,,,Ne
6-80061,383111580026338459,2023-03-05T04:30,2023,3,0.6710,0.0000,,,2.6840,0.0000,,,5,,,,,,Ne
