Merilno mesto,GSRN MM,Časovna značka,Leto,Mesec,Energija A+,Energija A-,Energija R+,Energija R-,P+ Prejeta delovna moč,P- Oddana delovna moč,Q+ Prejeta jalova moč,Q- Oddana jalova moč,Blok,Dogovorjena moč,Status odčitka A+,Status odčitka A-,Status odčitka R+,Status odčitka R-,Obračunski podatek
6-80061,383111580026338459,2023-01-01T00:15,2023,1,0.6670,0.0000,,,2.6680,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T00:30,2023,1,0.8040,0.0000,,,3.2160,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T00:45,2023,1,0.8090,0.0000,,,3.2360,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T01:00,2023,1,0.8320,0.0000,,,3.3280,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T01:15,2023,1,0.7590,0.0000,,,3.0360,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T01:30,2023,1,0.7350,0.0000,,,2.9400,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T01:45,2023,1,0.6020,0.0000,,,2.4080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T02:00,2023,1,0.7070,0.0000,,,2.8280,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T02:15,2023,1,0.6280,0.0000,,,2.5120,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T02:30,2023,1,0.5660,0.0000,,,2.2640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T02:45,2023,1,0.5710,0.0000,,,2.2840,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T03:00,2023,1,0.3230,0.0000,,,1.2920,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T03:15,2023,1,0.6300,0.0000,,,2.5200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T03:30,2023,1,0.7100,0.0000,,,2.8400,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T03:45,2023,1,0.7490,0.0000,,,2.9960,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T04:00,2023,1,0.5720,0.0000,,,2.2880,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T04:15,2023,1,0.3920,0.0000,,,1.5680,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T04:30,2023,1,0.3650,0.0000,,,1.4600,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T04:45,2023,1,0.3710,0.0000,,,1.4840,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T05:00,2023,1,0.3140,0.0000,,,1.2560,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T05:15,2023,1,0.3240,0.0000,,,1.2960,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T05:30,2023,1,0.3350,0.0000,,,1.3400,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T05:45,2023,1,0.3440,0.0000,,,1.3760,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T06:00,2023,1,0.3550,0.0000,,,1.4200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T06:15,2023,1,0.3710,0.0000,,,1.4840,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T06:30,2023,1,0.3300,0.0000,,,1.3200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T06:45,2023,1,0.3350,0.0000,,,1.3400,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T07:00,2023,1,0.3200,0.0000,,,1.2800,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T07:15,2023,1,0.3870,0.0000,,,1.5480,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T07:30,2023,1,0.3760,0.0000,,,1.5040,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T07:45,2023,1,0.3930,0.0000,,,1.5720,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T08:00,2023,1,0.5380,0.0000,,,2.1520,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T08:15,2023,1,0.4890,0.0000,,,1.9560,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T08:30,2023,1,0.4250,0.0000,,,1.7000,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T08:45,2023,1,0.1620,0.0240,,,0.6480,0.0960,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T09:00,2023,1,0.0850,0.2400,,,0.3400,0.9600,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T09:15,2023,1,0.0210,0.6450,,,0.0840,2.5800,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T09:30,2023,1,0.0480,0.7450,,,0.1920,2.9800,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T09:45,2023,1,0.0230,1.0380,,,0.0920,4.1520,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T10:00,2023,1,0.0000,1.1370,,,0.0000,4.5480,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T10:15,2023,1,0.0000,1.2350,,,0.0000,4.9400,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T10:30,2023,1,0.0000,1.3700,,,0.0000,5.4800,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T10:45,2023,1,0.0000,1.4460,,,0.0000,5.7840,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T11:00,2023,1,0.0000,1.4760,,,0.0000,5.9040,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T11:15,2023,1,0.0000,1.4500,,,0.0000,5.8000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T11:30,2023,1,0.0000,1.3570,,,0.0000,5.4280,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T11:45,2023,1,0.0000,1.3040,,,0.0000,5.2160,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T12:00,2023,1,0.0000,1.5620,,,0.0000,6.2480,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T12:15,2023,1,0.0000,1.2660,,,0.0000,5.0640,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T12:30,2023,1,0.0000,0.9660,,,0.0000,3.8640,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T12:45,2023,1,0.0000,0.6090,,,0.0000,2.4360,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T13:00,2023,1,0.0000,0.9860,,,0.0000,3.9440,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T13:15,2023,1,0.0000,1.3380,,,0.0000,5.3520,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T13:30,2023,1,0.0000,1.2100,,,0.0000,4.8400,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T13:45,2023,1,0.0000,1.1640,,,0.0000,4.6560,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T14:00,2023,1,0.0000,1.0030,,,0.0000,4.0120,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T14:15,2023,1,0.0310,0.6320,,,0.1240,2.5280,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T14:30,2023,1,0.0000,0.9330,,,0.0000,3.7320,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T14:45,2023,1,0.2580,0.4530,,,1.0320,1.8120,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T15:00,2023,1,0.1300,0.5320,,,0.5200,2.1280,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T15:15,2023,1,0.2510,0.3990,,,1.0040,1.5960,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T15:30,2023,1,0.2700,0.1880,,,1.0800,0.7520,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T15:45,2023,1,0.0620,0.0800,,,0.2480,0.3200,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T16:00,2023,1,0.1070,0.0000,,,0.4280,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T16:15,2023,1,0.2810,0.0000,,,1.1240,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T16:30,2023,1,0.2760,0.0000,,,1.1040,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T16:45,2023,1,0.3300,0.0000,,,1.3200,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T17:00,2023,1,0.3120,0.0010,,,1.2480,0.0040,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T17:15,2023,1,0.3450,0.0000,,,1.3800,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T17:30,2023,1,0.3340,0.0000,,,1.3360,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T17:45,2023,1,0.3890,0.0000,,,1.5560,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T18:00,2023,1,0.3520,0.0000,,,1.4080,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T18:15,2023,1,0.3730,0.0000,,,1.4920,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T18:30,2023,1,0.3800,0.0000,,,1.5200,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T18:45,2023,1,0.3980,0.0000,,,1.5920,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T19:00,2023,1,0.3450,0.0000,,,1.3800,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T19:15,2023,1,0.4400,0.0000,,,1.7600,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T19:30,2023,1,0.4090,0.0000,,,1.6360,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T19:45,2023,1,0.3310,0.0000,,,1.3240,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T20:00,2023,1,0.5200,0.0000,,,2.0800,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-01T20:15,2023,1,0.5460,0.0000,,,2.1840,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T20:30,2023,1,0.5790,0.0000,,,2.3160,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T20:45,2023,1,0.4820,0.0000,,,1.9280,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T21:00,2023,1,0.3820,0.0000,,,1.5280,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T21:15,2023,1,0.5380,0.0000,,,2.1520,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T21:30,2023,1,0.5340,0.0000,,,2.1360,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T21:45,2023,1,0.2840,0.0000,,,1.1360,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T22:00,2023,1,0.2770,0.0000,,,1.1080,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-01T22:15,2023,1,0.5500,0.0000,,,2.2000,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T22:30,2023,1,0.4960,0.0000,,,1.9840,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T22:45,2023,1,0.2500,0.0000,,,1.0000,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T23:00,2023,1,0.4300,0.0000,,,1.7200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T23:15,2023,1,0.5120,0.0000,,,2.0480,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T23:30,2023,1,0.5270,0.0000,,,2.1080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-01T23:45,2023,1,0.5340,0.0000,,,2.1360,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T00:00,2023,1,0.4880,0.0000,,,1.9520,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T00:15,2023,1,0.3480,0.0000,,,1.3920,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T00:30,2023,1,0.3540,0.0000,,,1.4160,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T00:45,2023,1,0.3600,0.0000,,,1.4400,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T01:00,2023,1,0.3570,0.0000,,,1.4280,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T01:15,2023,1,0.3220,0.0000,,,1.2880,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T01:30,2023,1,0.3560,0.0000,,,1.4240,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T01:45,2023,1,0.3190,0.0000,,,1.2760,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T02:00,2023,1,0.3470,0.0000,,,1.3880,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T02:15,2023,1,0.3400,0.0000,,,1.3600,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T02:30,2023,1,0.3110,0.0000,,,1.2440,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T02:45,2023,1,0.3110,0.0000,,,1.2440,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T03:00,2023,1,0.3070,0.0000,,,1.2280,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T03:15,2023,1,0.3270,0.0000,,,1.3080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T03:30,2023,1,0.4500,0.0000,,,1.8000,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T03:45,2023,1,0.4660,0.0000,,,1.8640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T04:00,2023,1,0.4420,0.0000,,,1.7680,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T04:15,2023,1,0.4020,0.0000,,,1.6080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T04:30,2023,1,0.5350,0.0000,,,2.1400,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T04:45,2023,1,0.4880,0.0000,,,1.9520,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T05:00,2023,1,0.4400,0.0000,,,1.7600,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T05:15,2023,1,0.4800,0.0000,,,1.9200,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T05:30,2023,1,0.5080,0.0000,,,2.0320,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T05:45,2023,1,0.4660,0.0000,,,1.8640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T06:00,2023,1,0.4430,0.0000,,,1.7720,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T06:15,2023,1,0.3560,0.0000,,,1.4240,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T06:30,2023,1,0.3510,0.0000,,,1.4040,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T06:45,2023,1,0.3140,0.0000,,,1.2560,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T07:00,2023,1,0.3360,0.0000,,,1.3440,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T07:15,2023,1,0.4000,0.0000,,,1.6000,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T07:30,2023,1,0.3530,0.0000,,,1.4120,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T07:45,2023,1,0.3440,0.0000,,,1.3760,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T08:00,2023,1,0.4240,0.0000,,,1.6960,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T08:15,2023,1,0.5380,0.0000,,,2.1520,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T08:30,2023,1,0.5240,0.0000,,,2.0960,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T08:45,2023,1,0.4980,0.0000,,,1.9920,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T09:00,2023,1,0.5890,0.0000,,,2.3560,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T09:15,2023,1,0.5670,0.0060,,,2.2680,0.0240,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T09:30,2023,1,0.1840,0.6440,,,0.7360,2.5760,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T09:45,2023,1,0.1950,0.6090,,,0.7800,2.4360,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T10:00,2023,1,0.1940,0.6370,,,0.7760,2.5480,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T10:15,2023,1,0.0010,1.4580,,,0.0040,5.8320,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T10:30,2023,1,0.0000,1.6000,,,0.0000,6.4000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T10:45,2023,1,0.0000,1.5700,,,0.0000,6.2800,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T11:00,2023,1,0.0000,0.9560,,,0.0000,3.8240,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T11:15,2023,1,0.0000,1.1300,,,0.0000,4.5200,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T11:30,2023,1,0.0010,0.9340,,,0.0040,3.7360,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T11:45,2023,1,0.0000,0.7810,,,0.0000,3.1240,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T12:00,2023,1,0.0000,0.6980,,,0.0000,2.7920,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T12:15,2023,1,0.0000,0.6610,,,0.0000,2.6440,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T12:30,2023,1,0.0000,0.4760,,,0.0000,1.9040,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T12:45,2023,1,0.0020,0.2300,,,0.0080,0.9200,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T13:00,2023,1,0.0000,0.2050,,,0.0000,0.8200,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T13:15,2023,1,0.0010,0.4220,,,0.0040,1.6880,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T13:30,2023,1,0.0930,0.2330,,,0.3720,0.9320,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T13:45,2023,1,0.1100,0.3100,,,0.4400,1.2400,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T14:00,2023,1,0.0030,0.9850,,,0.0120,3.9400,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T14:15,2023,1,0.0030,0.8920,,,0.0120,3.5680,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T14:30,2023,1,0.0510,0.4720,,,0.2040,1.8880,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T14:45,2023,1,0.0190,0.4690,,,0.0760,1.8760,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T15:00,2023,1,0.0570,0.0360,,,0.2280,0.1440,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T15:15,2023,1,0.0390,0.0230,,,0.1560,0.0920,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T15:30,2023,1,0.0940,0.0020,,,0.3760,0.0080,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T15:45,2023,1,0.0940,0.0000,,,0.3760,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T16:00,2023,1,0.1550,0.0000,,,0.6200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T16:15,2023,1,0.1650,0.0000,,,0.6600,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T16:30,2023,1,0.2060,0.0000,,,0.8240,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T16:45,2023,1,0.2520,0.0000,,,1.0080,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T17:00,2023,1,0.2540,0.0000,,,1.0160,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T17:15,2023,1,0.2870,0.0000,,,1.1480,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T17:30,2023,1,0.2940,0.0000,,,1.1760,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T17:45,2023,1,0.6610,0.0000,,,2.6440,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T18:00,2023,1,0.9040,0.0000,,,3.6160,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T18:15,2023,1,0.4010,0.0000,,,1.6040,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T18:30,2023,1,0.3140,0.0000,,,1.2560,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T18:45,2023,1,0.5050,0.0000,,,2.0200,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T19:00,2023,1,0.7910,0.0000,,,3.1640,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T19:15,2023,1,0.8290,0.0000,,,3.3160,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T19:30,2023,1,0.4830,0.0000,,,1.9320,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T19:45,2023,1,0.5750,0.0000,,,2.3000,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T20:00,2023,1,0.5700,0.0000,,,2.2800,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-02T20:15,2023,1,0.4670,0.0000,,,1.8680,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T20:30,2023,1,0.5150,0.0000,,,2.0600,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T20:45,2023,1,0.4530,0.0000,,,1.8120,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T21:00,2023,1,0.4950,0.0000,,,1.9800,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T21:15,2023,1,0.3520,0.0000,,,1.4080,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T21:30,2023,1,0.3340,0.0000,,,1.3360,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T21:45,2023,1,0.3580,0.0000,,,1.4320,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T22:00,2023,1,0.3160,0.0000,,,1.2640,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-02T22:15,2023,1,0.3020,0.0000,,,1.2080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T22:30,2023,1,0.2990,0.0000,,,1.1960,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T22:45,2023,1,0.2810,0.0000,,,1.1240,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T23:00,2023,1,0.3160,0.0000,,,1.2640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T23:15,2023,1,0.4910,0.0000,,,1.9640,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T23:30,2023,1,0.4900,0.0000,,,1.9600,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-02T23:45,2023,1,0.5200,0.0000,,,2.0800,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-03T00:00,2023,1,0.5270,0.0000,,,2.1080,0.0000,,,4,,,,,,Ne
6-80061,383111580026338459,2023-01-03T00:15,2023,1,0.4130,0.0000,,,1.6520,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T00:30,2023,1,0.4040,0.0000,,,1.6160,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T00:45,2023,1,0.3910,0.0000,,,1.5640,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T01:00,2023,1,0.3500,0.0000,,,1.4000,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T01:15,2023,1,0.3420,0.0000,,,1.3680,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T01:30,2023,1,0.3560,0.0000,,,1.4240,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T01:45,2023,1,0.3390,0.0000,,,1.3560,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T02:00,2023,1,0.3490,0.0000,,,1.3960,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T02:15,2023,1,0.3110,0.0000,,,1.2440,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T02:30,2023,1,0.6460,0.0000,,,2.5840,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T02:45,2023,1,0.7110,0.0000,,,2.8440,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T03:00,2023,1,0.4540,0.0000,,,1.8160,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T03:15,2023,1,0.5420,0.0000,,,2.1680,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T03:30,2023,1,0.5450,0.0000,,,2.1800,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T03:45,2023,1,0.5470,0.0000,,,2.1880,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T04:00,2023,1,0.7100,0.0000,,,2.8400,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T04:15,2023,1,0.7650,0.0000,,,3.0600,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T04:30,2023,1,0.5050,0.0000,,,2.0200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T04:45,2023,1,0.5710,0.0000,,,2.2840,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T05:00,2023,1,0.6380,0.0000,,,2.5520,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T05:15,2023,1,0.7100,0.0000,,,2.8400,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T05:30,2023,1,0.6160,0.0000,,,2.4640,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T05:45,2023,1,0.5770,0.0000,,,2.3080,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T06:00,2023,1,0.4800,0.0000,,,1.9200,0.0000,,,3,,,,,,Ne
6-80061,383111580026338459,2023-01-03T06:15,2023,1,0.3860,0.0000,,,1.5440,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-03T06:30,2023,1,0.4250,0.0000,,,1.7000,0.0000,,,2,,,,,,Ne
6-80061,383111580026338459,2023-01-03T06:45,2023,1,0.4120,0.0000,,,1.6480,0.0000,,,2,,,,,,Ne
